year,area,scenario,mode,value,series
2024,Tehran,s3,taxi,0.1912124285066799,sim
2025,Tehran,s3,taxi,0.192752075308273,sim
2026,Tehran,s3,taxi,0.19280732144968,sim
2027,Tehran,s3,taxi,0.1929442327230578,sim
2028,Tehran,s3,taxi,0.193608794441315,sim
2029,Tehran,s3,taxi,0.1936286509888452,sim
2030,Tehran,s3,taxi,0.194272551456804,sim
2012,Tehran,s4,taxi,0.229930822,sim
2013,Tehran,s4,taxi,0.2170760523127515,sim
2014,Tehran,s4,taxi,0.2210628327611417,sim
2015,Tehran,s4,taxi,0.2228472372298137,sim
2016,Tehran,s4,taxi,0.2073404731641872,sim
2017,Tehran,s4,taxi,0.1844560582481287,sim
2018,Tehran,s4,taxi,0.1790932580789001,sim
2019,Tehran,s4,taxi,0.1780906984303525,sim
2020,Tehran,s4,taxi,0.1766651975940266,sim
2021,Tehran,s4,taxi,0.1915713436158842,sim
2022,Tehran,s4,taxi,0.1986289949378572,sim
2023,Tehran,s4,taxi,0.1960809339812698,sim
2024,Tehran,s4,taxi,0.1887732002459461,sim
2025,Tehran,s4,taxi,0.1901566101288644,sim
2026,Tehran,s4,taxi,0.1899204322676622,sim
2027,Tehran,s4,taxi,0.1901033960324632,sim
2028,Tehran,s4,taxi,0.1906200896452668,sim
2029,Tehran,s4,taxi,0.1906337684630148,sim
2030,Tehran,s4,taxi,0.190719472364915,sim
2012,Tehran,s5,taxi,0.229930822,sim
2013,Tehran,s5,taxi,0.2170760523127515,sim
2014,Tehran,s5,taxi,0.2210628327611417,sim
2015,Tehran,s5,taxi,0.2228472372298137,sim
2016,Tehran,s5,taxi,0.2073404731641872,sim
2017,Tehran,s5,taxi,0.1844560582481287,sim
2018,Tehran,s5,taxi,0.1790932580789001,sim
2019,Tehran,s5,taxi,0.1780906984303525,sim
2020,Tehran,s5,taxi,0.1766651975940266,sim
2021,Tehran,s5,taxi,0.1915713436158842,sim
2022,Tehran,s5,taxi,0.1986289949378572,sim
2023,Tehran,s5,taxi,0.1960809339812698,sim
2024,Tehran,s5,taxi,0.1887998679875978,sim
2025,Tehran,s5,taxi,0.1974751882234977,sim
2026,Tehran,s5,taxi,0.1968094368167322,sim
2027,Tehran,s5,taxi,0.1966070488982353,sim
2028,Tehran,s5,taxi,0.1963853185786092,sim
2029,Tehran,s5,taxi,0.1963466054889884,sim
2030,Tehran,s5,taxi,0.1965121511697674,sim
2012,Tehran,s6,taxi,0.229930822,sim
2013,Tehran,s6,taxi,0.2170760523127515,sim
2014,Tehran,s6,taxi,0.2210628327611417,sim
2015,Tehran,s6,taxi,0.2228472372298137,sim
2016,Tehran,s6,taxi,0.2073404731641872,sim
2017,Tehran,s6,taxi,0.1844560582481287,sim
2018,Tehran,s6,taxi,0.1790932580789001,sim
2019,Tehran,s6,taxi,0.1780906984303525,sim
2020,Tehran,s6,taxi,0.1766651975940266,sim
2021,Tehran,s6,taxi,0.1915713436158842,sim
2022,Tehran,s6,taxi,0.1986289949378572,sim
2023,Tehran,s6,taxi,0.1960809339812698,sim
2024,Tehran,s6,taxi,0.1907012349483882,sim
2025,Tehran,s6,taxi,0.2023913919514754,sim
2026,Tehran,s6,taxi,0.2020206113679054,sim
2027,Tehran,s6,taxi,0.201977504122493,sim
2028,Tehran,s6,taxi,0.2020122873204304,sim
2029,Tehran,s6,taxi,0.2020711800509281,sim
2030,Tehran,s6,taxi,0.2023577469736378,sim
2012,Tehran,s7,taxi,0.229930822,sim
2013,Tehran,s7,taxi,0.2170760523127515,sim
2014,Tehran,s7,taxi,0.2210628327611417,sim
2015,Tehran,s7,taxi,0.2228472372298137,sim
2016,Tehran,s7,taxi,0.2073404731641872,sim
2017,Tehran,s7,taxi,0.1844560582481287,sim
2018,Tehran,s7,taxi,0.1790932580789001,sim
2019,Tehran,s7,taxi,0.1780906984303525,sim
2020,Tehran,s7,taxi,0.1766651975940266,sim
2021,Tehran,s7,taxi,0.1915713436158842,sim
2022,Tehran,s7,taxi,0.1986289949378572,sim
2023,Tehran,s7,taxi,0.1960809339812698,sim
2024,Tehran,s7,taxi,0.1912124285066799,sim
2025,Tehran,s7,taxi,0.192752075308273,sim
2026,Tehran,s7,taxi,0.1923976997628339,sim
2027,Tehran,s7,taxi,0.1925310884651452,sim
2028,Tehran,s7,taxi,0.1927277671828818,sim
2029,Tehran,s7,taxi,0.1927487582398492,sim
2030,Tehran,s7,taxi,0.1928623967636336,sim
2012,Tehran,s8,taxi,0.229930822,sim
2013,Tehran,s8,taxi,0.2170760523127515,sim
2014,Tehran,s8,taxi,0.2210628327611417,sim
2015,Tehran,s8,taxi,0.2228472372298137,sim
2016,Tehran,s8,taxi,0.2073404731641872,sim
2017,Tehran,s8,taxi,0.1844560582481287,sim
2018,Tehran,s8,taxi,0.1790932580789001,sim
2019,Tehran,s8,taxi,0.1780906984303525,sim
2020,Tehran,s8,taxi,0.1766651975940266,sim
2021,Tehran,s8,taxi,0.1915713436158842,sim
2022,Tehran,s8,taxi,0.1986289949378572,sim
2023,Tehran,s8,taxi,0.1960809339812698,sim
2024,Tehran,s8,taxi,0.1882177630985129,sim
2025,Tehran,s8,taxi,0.1990573400666299,sim
2026,Tehran,s8,taxi,0.1996181434457569,sim
2027,Tehran,s8,taxi,0.1996419915458369,sim
2028,Tehran,s8,taxi,0.2007435482762889,sim
2029,Tehran,s8,taxi,0.2007947700673092,sim
2030,Tehran,s8,taxi,0.2015559768971973,sim
2012,Tehran,s9,taxi,0.229930822,sim
2013,Tehran,s9,taxi,0.2170760523127515,sim
2014,Tehran,s9,taxi,0.2210628327611417,sim
2015,Tehran,s9,taxi,0.2228472372298137,sim
2016,Tehran,s9,taxi,0.2073404731641872,sim
2017,Tehran,s9,taxi,0.1844560582481287,sim
2018,Tehran,s9,taxi,0.1790932580789001,sim
2019,Tehran,s9,taxi,0.1780906984303525,sim
2020,Tehran,s9,taxi,0.1766651975940266,sim
2021,Tehran,s9,taxi,0.1915713436158842,sim
2022,Tehran,s9,taxi,0.1986289949378572,sim
2023,Tehran,s9,taxi,0.1960809339812698,sim
2024,Tehran,s9,taxi,0.1875267116731722,sim
2025,Tehran,s9,taxi,0.1957812151134853,sim
2026,Tehran,s9,taxi,0.1956286408139355,sim
2027,Tehran,s9,taxi,0.1952884704599955,sim
2028,Tehran,s9,taxi,0.195968986108008,sim
2029,Tehran,s9,taxi,0.1959801310846738,sim
2030,Tehran,s9,taxi,0.1998571617178002,sim
